CCode,DATETIME_START_OUTPUTROW,DATETIME_END_OUTPUTROW,StateAbb,StateName,year,irst,milex,milper,pec,tpop,upop,cinc
700,1919-Aug-08 00:00:00,1920-Jan-01 00:00:00,AFG,Afghanistan,1919,-9,-9,-9,-9,1279,0,-9
771,1971-Dec-16 00:00:00,1972-Jan-01 00:00:00,BNG,Bangladesh,1971,-9,-9,-9,-9,10510,490,-9
140,1822-Sep-07 00:00:00,1823-Jan-01 00:00:00,BRA,Brazil,1822,-9,-9,-9,-9,2510,0,-9
140,1823-Jan-01 00:00:00,1824-Jan-01 00:00:00,BRA,Brazil,1823,-9,-9,-9,-9,2530,0,-9
140,1824-Jan-01 00:00:00,1825-Jan-01 00:00:00,BRA,Brazil,1824,-9,-9,-9,-9,2550,0,-9
140,1825-Jan-01 00:00:00,1826-Jan-01 00:00:00,BRA,Brazil,1825,-9,-9,-9,-9,2570,0,-9
240,1837-Jun-20 00:00:00,1838-Jan-01 00:00:00,HAN,Hanover,1837,-9,-9,-9,-9,3604,396,-9
600,1912-Jan-01 00:00:00,1912-Mar-31 00:00:00,MOR,Morocco,1912,-9,-9,-9,-9,8433,924,-9
95,1903-Nov-03 00:00:00,1904-Jan-01 00:00:00,PAN,Panama,1903,-9,-9,-9,-9,2500,228,-9
95,1904-Jan-01 00:00:00,1905-Jan-01 00:00:00,PAN,Panama,1904,-9,-9,-9,-9,2570,241,-9
95,1905-Jan-01 00:00:00,1906-Jan-01 00:00:00,PAN,Panama,1905,-9,-9,-9,-9,2641,254,-9
95,1906-Jan-01 00:00:00,1907-Jan-01 00:00:00,PAN,Panama,1906,-9,-9,-9,-9,2724,268,-9
95,1907-Jan-01 00:00:00,1908-Jan-01 00:00:00,PAN,Panama,1907,-9,-9,-9,-9,2969,284,-9
95,1908-Jan-01 00:00:00,1909-Jan-01 00:00:00,PAN,Panama,1908,-9,-9,-9,-9,2892,293,-9
95,1909-Jan-01 00:00:00,1910-Jan-01 00:00:00,PAN,Panama,1909,-9,-9,-9,-9,2981,302,-9
95,1910-Jan-01 00:00:00,1911-Jan-01 00:00:00,PAN,Panama,1910,-9,-9,-9,-9,3058,312,-9
95,1911-Jan-01 00:00:00,1912-Jan-01 00:00:00,PAN,Panama,1911,-9,-9,-9,-9,3159,322,-9
95,1912-Jan-01 00:00:00,1913-Jan-01 00:00:00,PAN,Panama,1912,-9,-9,-9,-9,3258,333,-9
95,1913-Jan-01 00:00:00,1914-Jan-01 00:00:00,PAN,Panama,1913,-9,-9,-9,-9,3347,343,-9
95,1914-Jan-01 00:00:00,1915-Jan-01 00:00:00,PAN,Panama,1914,-9,-9,-9,-9,3451,355,-9
95,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,PAN,Panama,1915,-9,-9,-9,-9,3546,368,-9
95,1916-Jan-01 00:00:00,1917-Jan-01 00:00:00,PAN,Panama,1916,-9,-9,-9,-9,3652,382,-9
95,1917-Jan-01 00:00:00,1918-Jan-01 00:00:00,PAN,Panama,1917,-9,-9,-9,-9,3964,414,-9
95,1918-Jan-01 00:00:00,1919-Jan-01 00:00:00,PAN,Panama,1918,-9,-9,-9,-9,4079,449,-9
95,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,PAN,Panama,1919,-9,-9,-9,-9,4197,487,-9
987,1996-Jan-01 00:00:00,1997-Jan-01 00:00:00,FSM,Federated States of Micronesia,1996,0,0,0,0,126,0,3.65E-06
987,1995-Jan-01 00:00:00,1996-Jan-01 00:00:00,FSM,Federated States of Micronesia,1995,0,0,0,-9,105,0,3.70E-06
987,1994-Jan-01 00:00:00,1995-Jan-01 00:00:00,FSM,Federated States of Micronesia,1994,0,0,0,-9,104,0,3.72E-06
987,1997-Jan-01 00:00:00,1998-Jan-01 00:00:00,FSM,Federated States of Micronesia,1997,0,0,0,0,130,0,3.72E-06
987,1991-Sep-17 00:00:00,1992-Jan-01 00:00:00,FSM,Federated States of Micronesia,1991,0,0,0,-9,111,0,4.17E-06
987,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,FSM,Federated States of Micronesia,1992,0,0,0,-9,114,0,4.21E-06
987,1993-Jan-01 00:00:00,1994-Jan-01 00:00:00,FSM,Federated States of Micronesia,1993,0,0,0,-9,117,0,4.26E-06
781,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,MAD,Maldives,1966,0,-9,0,4,111,0,6.77E-06
781,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,MAD,Maldives,1968,0,-9,0,4,116,0,6.77E-06
781,1965-Jul-26 00:00:00,1966-Jan-01 00:00:00,MAD,Maldives,1965,0,-9,0,4,109,0,6.79E-06
781,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,MAD,Maldives,1969,0,-9,0,4,119,0,6.79E-06
781,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,MAD,Maldives,1967,0,-9,0,4,114,0,6.80E-06
395,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,ICE,Iceland,1969,0,0,0,74,203,0,1.14E-05
395,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,ICE,Iceland,1968,0,0,0,75,201,0,1.16E-05
395,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,ICE,Iceland,1967,0,0,0,77,199,0,1.19E-05
395,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,ICE,Iceland,1966,0,0,0,78,196,0,1.21E-05
395,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,ICE,Iceland,1952,0,0,0,24,148,0,1.23E-05
395,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,ICE,Iceland,1953,0,0,0,25,151,0,1.23E-05
395,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,ICE,Iceland,1965,0,0,0,80,192,0,1.23E-05
395,1949-Jan-01 00:00:00,1950-Jan-01 00:00:00,ICE,Iceland,1949,0,0,0,19,140,0,1.24E-05
395,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,ICE,Iceland,1948,0,0,0,16,137,0,1.26E-05
395,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,ICE,Iceland,1964,0,0,0,82,189,0,1.26E-05
395,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,ICE,Iceland,1947,0,0,0,14,134,0,1.27E-05
395,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,ICE,Iceland,1954,0,0,0,34,155,0,1.27E-05
395,1956-Jan-01 00:00:00,1957-Jan-01 00:00:00,ICE,Iceland,1956,0,0,0,49,161,0,1.27E-05
395,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,ICE,Iceland,1962,0,0,0,74,182,0,1.27E-05
395,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,ICE,Iceland,1963,0,0,0,79,185,0,1.27E-05
395,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,ICE,Iceland,1950,0,0,0,23,143,0,1.28E-05
395,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,ICE,Iceland,1951,0,0,0,24,146,0,1.28E-05
395,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,ICE,Iceland,1955,0,0,0,47,158,0,1.28E-05
395,1957-Jan-01 00:00:00,1958-Jan-01 00:00:00,ICE,Iceland,1957,0,0,0,52,165,0,1.28E-05
395,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,ICE,Iceland,1960,0,0,0,65,176,0,1.28E-05
395,1958-Jan-01 00:00:00,1959-Jan-01 00:00:00,ICE,Iceland,1958,0,0,0,56,169,0,1.29E-05
395,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,ICE,Iceland,1961,0,0,0,72,179,0,1.29E-05
395,1959-Jan-01 00:00:00,1960-Jan-01 00:00:00,ICE,Iceland,1959,0,0,0,60,172,0,1.30E-05
395,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,ICE,Iceland,1945,0,0,0,10,129,0,1.41E-05
395,1944-Jun-17 00:00:00,1945-Jan-01 00:00:00,ICE,Iceland,1944,0,0,0,8,127,0,1.43E-05
395,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,ICE,Iceland,1946,0,0,0,12,132,0,1.58E-05
53,1966-Nov-30 00:00:00,1967-Jan-01 00:00:00,BAR,Barbados,1966,0,0,0,122,247,0,1.60E-05
411,1968-Oct-12 00:00:00,1969-Jan-01 00:00:00,EQG,Equatorial Guinea,1968,0,0,0,116,281,0,1.66E-05
53,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,BAR,Barbados,1967,0,0,0,181,249,0,1.74E-05
511,1964-Jan-01 00:00:00,1964-Apr-27 00:00:00,ZAN,Zanzibar,1964,0,0,0,1,335,0,1.74E-05
511,1963-Dec-19 00:00:00,1964-Jan-01 00:00:00,ZAN,Zanzibar,1963,0,0,0,1,329,0,1.75E-05
53,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,BAR,Barbados,1969,0,0,0,294,253,0,1.94E-05
420,1965-Feb-18 00:00:00,1966-Jan-01 00:00:00,GAM,Gambia,1965,0,0,0,3,404,0,2.06E-05
420,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,GAM,Gambia,1966,0,0,0,3,415,0,2.07E-05
420,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,GAM,Gambia,1967,0,0,0,3,426,0,2.08E-05
53,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,BAR,Barbados,1968,0,0,0,327,252,0,2.09E-05
420,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,GAM,Gambia,1968,0,0,0,4,438,0,2.10E-05
420,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,GAM,Gambia,1969,0,0,0,4,450,0,2.11E-05
572,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,SWA,Swaziland,1969,0,0,0,248,409,0,2.55E-05
572,1968-Sep-06 00:00:00,1969-Jan-01 00:00:00,SWA,Swaziland,1968,0,0,0,244,398,0,2.56E-05
411,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,EQG,Equatorial Guinea,1969,0,3530,1,118,286,0,2.58E-05
571,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,BOT,Botswana,1967,0,0,0,0,539,0,2.62E-05
571,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,BOT,Botswana,1968,0,0,0,0,553,0,2.64E-05
571,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,BOT,Botswana,1969,0,0,0,0,570,0,2.66E-05
571,1966-Sep-30 00:00:00,1967-Jan-01 00:00:00,BOT,Botswana,1966,0,0,0,0,538,0,2.67E-05
338,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,MLT,Malta,1966,0,0,1,163,317,0,2.81E-05
481,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,GAB,Gabon,1962,0,1503,0,25,490,0,2.93E-05
338,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,MLT,Malta,1965,0,0,1,163,319,0,2.95E-05
338,1964-Sep-21 00:00:00,1965-Jan-01 00:00:00,MLT,Malta,1964,0,0,1,163,323,0,3.01E-05
481,1960-Aug-17 00:00:00,1961-Jan-01 00:00:00,GAB,Gabon,1960,0,500,0,45,486,0,3.04E-05
481,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,GAB,Gabon,1961,0,1000,0,61,488,0,3.10E-05
338,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,MLT,Malta,1969,0,0,2,163,302,0,3.17E-05
338,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,MLT,Malta,1968,0,0,2,163,302,0,3.25E-05
338,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,MLT,Malta,1967,0,0,2,163,310,0,3.40E-05
481,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,GAB,Gabon,1965,0,3002,1,15,462,0,3.53E-05
481,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,GAB,Gabon,1964,0,2001,1,13,494,0,3.60E-05
481,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,GAB,Gabon,1966,0,3002,1,70,495,0,3.70E-05
481,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,GAB,Gabon,1963,0,2504,1,12,492,0,3.74E-05
395,1988-Jan-01 00:00:00,1989-Jan-01 00:00:00,ICE,Iceland,1988,0,0,0,1355,250,130,3.86E-05
481,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,GAB,Gabon,1967,0,3002,1,393,494,0,4.52E-05
110,1966-May-26 00:00:00,1967-Jan-01 00:00:00,GUY,Guyana,1966,0,304,2,30,634,0,4.74E-05
570,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,LES,Lesotho,1969,0,0,0,75,1043,0,5.06E-05
570,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,LES,Lesotho,1968,0,0,0,73,1022,0,5.07E-05
570,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,LES,Lesotho,1967,0,0,0,71,1002,0,5.08E-05
570,1966-Oct-04 00:00:00,1967-Jan-01 00:00:00,LES,Lesotho,1966,0,0,0,69,982,0,5.09E-05
110,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,GUY,Guyana,1967,0,688,3,32,651,0,5.44E-05
95,1930-Jan-01 00:00:00,1931-Jan-01 00:00:00,PAN,Panama,1930,0,34,0,0,467,0,5.66E-05
481,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,GAB,Gabon,1969,0,3484,1,940,497,0,5.67E-05
435,1960-Nov-28 00:00:00,1961-Jan-01 00:00:00,MAA,Mauritania,1960,0,1000,0,0,991,0,5.82E-05
95,1926-Jan-01 00:00:00,1927-Jan-01 00:00:00,PAN,Panama,1926,0,35,0,0,459,0,5.85E-05
95,1927-Jan-01 00:00:00,1928-Jan-01 00:00:00,PAN,Panama,1927,0,45,0,0,462,0,5.85E-05
95,1931-Jan-01 00:00:00,1932-Jan-01 00:00:00,PAN,Panama,1931,0,43,0,0,486,0,5.85E-05
435,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,MAA,Mauritania,1961,0,2000,0,0,1010,0,5.90E-05
95,1925-Jan-01 00:00:00,1926-Jan-01 00:00:00,PAN,Panama,1925,0,35,0,0,457,0,5.90E-05
435,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,MAA,Mauritania,1962,0,3000,0,0,1030,0,5.94E-05
95,1923-Jan-01 00:00:00,1924-Jan-01 00:00:00,PAN,Panama,1923,0,32,0,0,453,0,5.94E-05
95,1924-Jan-01 00:00:00,1925-Jan-01 00:00:00,PAN,Panama,1924,0,32,0,0,455,0,5.95E-05
95,1932-Jan-01 00:00:00,1933-Jan-01 00:00:00,PAN,Panama,1932,0,43,0,0,501,0,5.99E-05
484,1960-Aug-15 00:00:00,1961-Jan-01 00:00:00,CON,Congo,1960,0,400,0,78,988,0,6.03E-05
435,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,MAA,Mauritania,1963,0,4002,0,0,1051,0,6.04E-05
110,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,GUY,Guyana,1968,0,657,3,290,661,0,6.05E-05
95,1933-Jan-01 00:00:00,1934-Jan-01 00:00:00,PAN,Panama,1933,0,42,0,0,516,0,6.10E-05
110,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,GUY,Guyana,1969,0,738,3,334,694,0,6.17E-05
95,1934-Jan-01 00:00:00,1935-Jan-01 00:00:00,PAN,Panama,1934,0,42,0,0,531,0,6.17E-05
450,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,LBR,Liberia,1961,0,3000,2,14,726,0,6.25E-05
95,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,PAN,Panama,1935,0,42,0,0,546,0,6.25E-05
352,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,CYP,Cyprus,1962,0,6812,1,418,576,0,6.35E-05
95,1936-Jan-01 00:00:00,1937-Jan-01 00:00:00,PAN,Panama,1936,0,42,0,0,561,0,6.37E-05
352,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,CYP,Cyprus,1961,0,6441,1,369,579,0,6.43E-05
95,1937-Jan-01 00:00:00,1938-Jan-01 00:00:00,PAN,Panama,1937,0,45,0,0,575,0,6.44E-05
352,1960-Aug-16 00:00:00,1961-Jan-01 00:00:00,CYP,Cyprus,1960,0,6124,1,356,573,0,6.48E-05
481,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,GAB,Gabon,1968,0,3002,1,1176,494,0,6.48E-05
352,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,CYP,Cyprus,1963,0,7008,1,503,582,0,6.50E-05
95,1938-Jan-01 00:00:00,1939-Jan-01 00:00:00,PAN,Panama,1938,0,45,0,0,590,0,6.52E-05
95,1939-Jan-01 00:00:00,1940-Jan-01 00:00:00,PAN,Panama,1939,0,43,0,0,605,0,6.58E-05
450,1960-Jan-01 00:00:00,1961-Jan-01 00:00:00,LBR,Liberia,1960,0,1400,3,12,666,0,6.61E-05
94,1949-Jan-01 00:00:00,1950-Jan-01 00:00:00,COS,Costa Rica,1949,0,1340,0,17,770,0,6.69E-05
95,1929-Jan-01 00:00:00,1930-Jan-01 00:00:00,PAN,Panama,1929,0,-9,0,0,466,0,6.75E-05
450,1933-Jan-01 00:00:00,1934-Jan-01 00:00:00,LBR,Liberia,1933,0,36,1,0,353,0,6.77E-05
95,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,PAN,Panama,1940,0,43,0,0,620,0,6.78E-05
95,1928-Jan-01 00:00:00,1929-Jan-01 00:00:00,PAN,Panama,1928,0,-9,0,0,464,0,6.80E-05
94,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,COS,Costa Rica,1950,0,1199,0,22,800,0,6.83E-05
94,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,COS,Costa Rica,1951,0,1693,0,23,830,0,6.91E-05
450,1922-Jan-01 00:00:00,1923-Jan-01 00:00:00,LBR,Liberia,1922,0,102,2,0,240,0,6.98E-05
94,1938-Jan-01 00:00:00,1939-Jan-01 00:00:00,COS,Costa Rica,1938,0,456,0,16,590,0,6.99E-05
94,1939-Jan-01 00:00:00,1940-Jan-01 00:00:00,COS,Costa Rica,1939,0,498,0,17,610,0,7.01E-05
95,1922-Jan-01 00:00:00,1923-Jan-01 00:00:00,PAN,Panama,1922,0,-9,0,0,450,0,7.01E-05
94,1936-Jan-01 00:00:00,1937-Jan-01 00:00:00,COS,Costa Rica,1936,0,437,0,10,560,0,7.05E-05
95,1921-Jan-01 00:00:00,1922-Jan-01 00:00:00,PAN,Panama,1921,0,-9,0,0,450,0,7.05E-05
450,1920-Jun-30 00:00:00,1921-Jan-01 00:00:00,LBR,Liberia,1920,0,-9,2,0,224,0,7.09E-05
95,1920-Jan-01 00:00:00,1921-Jan-01 00:00:00,PAN,Panama,1920,0,-9,0,0,450,0,7.11E-05
94,1937-Jan-01 00:00:00,1938-Jan-01 00:00:00,COS,Costa Rica,1937,0,493,0,12,580,0,7.14E-05
94,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,COS,Costa Rica,1952,0,1728,0,25,920,0,7.16E-05
450,1921-Jan-01 00:00:00,1922-Jan-01 00:00:00,LBR,Liberia,1921,0,-9,2,0,232,0,7.17E-05
450,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,LBR,Liberia,1962,0,3000,3,16,785,0,7.19E-05
94,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,COS,Costa Rica,1935,0,600,0,10,550,0,7.20E-05
94,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,COS,Costa Rica,1953,0,1746,0,27,954,0,7.26E-05
94,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,COS,Costa Rica,1955,0,2046,0,33,1028,0,7.32E-05
94,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,COS,Costa Rica,1954,0,1975,0,30,989,0,7.33E-05
435,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,MAA,Mauritania,1964,0,2001,2,1,1073,0,7.33E-05
435,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,MAA,Mauritania,1965,0,2001,2,4,1096,0,7.40E-05
435,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,MAA,Mauritania,1966,0,4002,2,4,1119,0,7.42E-05
482,1960-Aug-13 00:00:00,1961-Jan-01 00:00:00,CEN,Central African Republic,1960,0,0,0,1,1297,0,7.43E-05
450,1939-Jan-01 00:00:00,1940-Jan-01 00:00:00,LBR,Liberia,1939,0,-9,1,0,438,0,7.46E-05
482,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,CEN,Central African Republic,1961,0,822,0,1,1323,0,7.50E-05
435,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,MAA,Mauritania,1967,0,6004,2,5,1143,0,7.52E-05
95,1949-Jan-01 00:00:00,1950-Jan-01 00:00:00,PAN,Panama,1949,0,-9,0,9,788,0,7.55E-05
94,1934-Jan-01 00:00:00,1935-Jan-01 00:00:00,COS,Costa Rica,1934,0,650,0,8,540,0,7.59E-05
435,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,MAA,Mauritania,1968,0,8005,2,5,1168,0,7.59E-05
94,1930-Jan-01 00:00:00,1931-Jan-01 00:00:00,COS,Costa Rica,1930,0,675,0,8,500,0,7.68E-05
94,1931-Jan-01 00:00:00,1932-Jan-01 00:00:00,COS,Costa Rica,1931,0,650,0,7,510,0,7.70E-05
95,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,PAN,Panama,1947,0,-9,0,8,739,0,7.77E-05
94,1933-Jan-01 00:00:00,1934-Jan-01 00:00:00,COS,Costa Rica,1933,0,533,0,7,530,0,7.79E-05
95,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,PAN,Panama,1948,0,-9,0,9,767,0,7.81E-05
94,1929-Jan-01 00:00:00,1930-Jan-01 00:00:00,COS,Costa Rica,1929,0,675,0,10,490,0,7.83E-05
94,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,COS,Costa Rica,1945,0,1368,1,16,700,0,7.83E-05
94,1927-Jan-01 00:00:00,1928-Jan-01 00:00:00,COS,Costa Rica,1927,0,650,0,12,470,0,7.94E-05
94,1928-Jan-01 00:00:00,1929-Jan-01 00:00:00,COS,Costa Rica,1928,0,675,0,12,480,0,7.94E-05
94,1944-Jan-01 00:00:00,1945-Jan-01 00:00:00,COS,Costa Rica,1944,0,1517,1,16,680,0,7.96E-05
95,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,PAN,Panama,1943,0,4140,0,0,669,0,7.97E-05
450,1938-Jan-01 00:00:00,1939-Jan-01 00:00:00,LBR,Liberia,1938,0,-9,1,0,421,0,8.01E-05
450,1957-Jan-01 00:00:00,1958-Jan-01 00:00:00,LBR,Liberia,1957,0,2000,2,6,960,0,8.02E-05
450,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,LBR,Liberia,1963,0,3000,4,22,845,0,8.10E-05
94,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,COS,Costa Rica,1943,0,1239,1,15,660,0,8.12E-05
94,1947-Jan-01 00:00:00,1948-Jan-01 00:00:00,COS,Costa Rica,1947,0,1411,1,19,730,0,8.16E-05
450,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,LBR,Liberia,1964,0,2600,4,27,905,0,8.17E-05
94,1932-Jan-01 00:00:00,1933-Jan-01 00:00:00,COS,Costa Rica,1932,0,632,0,7,520,0,8.19E-05
435,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,MAA,Mauritania,1969,0,8005,3,7,1194,0,8.21E-05
461,1960-Apr-27 00:00:00,1961-Jan-01 00:00:00,TOG,Togo,1960,0,100,0,1,1444,0,8.29E-05
461,1961-Jan-01 00:00:00,1962-Jan-01 00:00:00,TOG,Togo,1961,0,269,0,1,1482,0,8.31E-05
450,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,LBR,Liberia,1966,0,2800,4,42,1025,0,8.42E-05
94,1921-Jan-01 00:00:00,1922-Jan-01 00:00:00,COS,Costa Rica,1921,0,-9,1,0,430,0,8.51E-05
450,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,LBR,Liberia,1965,0,2800,4,34,965,0,8.53E-05
95,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,PAN,Panama,1941,0,-9,0,0,636,0,8.53E-05
450,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,LBR,Liberia,1967,0,3300,4,48,1085,0,8.54E-05
94,1922-Jan-01 00:00:00,1923-Jan-01 00:00:00,COS,Costa Rica,1922,0,413,1,0,430,0,8.68E-05
450,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,LBR,Liberia,1941,0,76,5,0,479,0,8.73E-05
95,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,PAN,Panama,1945,0,-9,0,7,703,0,8.77E-05
95,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,PAN,Panama,1942,0,-9,0,0,651,0,8.81E-05
95,1944-Jan-01 00:00:00,1945-Jan-01 00:00:00,PAN,Panama,1944,0,-9,0,0,685,0,8.86E-05
94,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,COS,Costa Rica,1948,0,3051,1,19,750,0,8.90E-05
590,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,MAS,Mauritius,1969,0,43,0,609,815,137,8.93E-05
590,1968-Mar-12 00:00:00,1969-Jan-01 00:00:00,MAS,Mauritius,1968,0,46,0,544,803,137,8.97E-05
94,1920-Jan-01 00:00:00,1921-Jan-01 00:00:00,COS,Costa Rica,1920,0,743,1,0,420,0,9.00E-05
450,1923-Jan-01 00:00:00,1924-Jan-01 00:00:00,LBR,Liberia,1923,0,-9,2,0,249,0,9.03E-05
94,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,COS,Costa Rica,1942,0,953,-9,15,650,0,9.14E-05
461,1962-Jan-01 00:00:00,1963-Jan-01 00:00:00,TOG,Togo,1962,0,585,1,1,1520,0,9.16E-05
461,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,TOG,Togo,1963,0,926,1,3,1556,0,9.17E-05
450,1956-Jan-01 00:00:00,1957-Jan-01 00:00:00,LBR,Liberia,1956,0,-9,2,6,937,0,9.19E-05
94,1923-Jan-01 00:00:00,1924-Jan-01 00:00:00,COS,Costa Rica,1923,0,397,1,0,440,0,9.20E-05
450,1968-Jan-01 00:00:00,1969-Jan-01 00:00:00,LBR,Liberia,1968,0,2800,5,70,1144,0,9.29E-05
450,1925-Jan-01 00:00:00,1926-Jan-01 00:00:00,LBR,Liberia,1925,0,120,2,0,267,0,9.31E-05
94,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,COS,Costa Rica,1946,0,1174,1,18,710,0,9.37E-05
450,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,LBR,Liberia,1969,0,3400,5,78,1204,0,9.44E-05
450,1945-Jan-01 00:00:00,1946-Jan-01 00:00:00,LBR,Liberia,1945,0,-9,5,1,606,0,9.45E-05
450,1928-Jan-01 00:00:00,1929-Jan-01 00:00:00,LBR,Liberia,1928,0,126,2,0,296,0,9.55E-05
450,1929-Jan-01 00:00:00,1930-Jan-01 00:00:00,LBR,Liberia,1929,0,102,2,0,307,0,9.60E-05
450,1944-Jan-01 00:00:00,1945-Jan-01 00:00:00,LBR,Liberia,1944,0,-9,5,1,569,0,9.64E-05
450,1959-Jan-01 00:00:00,1960-Jan-01 00:00:00,LBR,Liberia,1959,0,1000,4,10,1012,0,9.74E-05
95,1946-Jan-01 00:00:00,1947-Jan-01 00:00:00,PAN,Panama,1946,0,-9,0,8,721,0,9.76E-05
450,1958-Jan-01 00:00:00,1959-Jan-01 00:00:00,LBR,Liberia,1958,0,1800,4,8,985,0,9.78E-05
