CCode,DATETIME_START_OUTPUTROW,DATETIME_END_OUTPUTROW,StateAbb,StateName,year,irst,milex,milper,pec,tpop,upop,cinc
255,1846-Jan-01 00:00:00,1847-Jan-01 00:00:00,GMY,Germany,1846,211,3714,135,4990,16113,521,0.050576
200,1955-Jan-01 00:00:00,1956-Jan-01 00:00:00,UKG,United Kingdom,1955,20108,4363684,809,232194,51199,18924,0.0505929
750,1967-Jan-01 00:00:00,1968-Jan-01 00:00:00,IND,India,1967,6440,1258579,1420,71607,504162,39045,0.0507057
255,1847-Jan-01 00:00:00,1848-Jan-01 00:00:00,GMY,Germany,1847,211,3733,134,5250,16157,525,0.0507122
740,1940-Jan-01 00:00:00,1941-Jan-01 00:00:00,JPN,Japan,1940,6856,1863181,957,66212,71933,20980,0.0507177
2,1839-Jan-01 00:00:00,1840-Jan-01 00:00:00,USA,United States of America,1839,330,2012,19,2159,16684,471,0.0508006
255,1822-Jan-01 00:00:00,1823-Jan-01 00:00:00,GMY,Germany,1822,39,3643,130,1500,11664,209,0.0508025
2,1841-Jan-01 00:00:00,1842-Jan-01 00:00:00,USA,United States of America,1841,290,3042,21,2374,17733,562,0.0508649
2,1836-Jan-01 00:00:00,1837-Jan-01 00:00:00,USA,United States of America,1836,280,2571,17,1807,15423,356,0.050953
2,1843-Jan-01 00:00:00,1844-Jan-01 00:00:00,USA,United States of America,1843,320,1364,21,2967,18957,662,0.0510815
325,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,ITA,Italy,1935,2209,513379,1380,17645,42630,7654,0.0511954
740,2002-Jan-01 00:00:00,2003-Jan-01 00:00:00,JPN,Japan,2002,107745,39200000,240,1814113,127445,77843,0.0512179
255,1840-Jan-01 00:00:00,1841-Jan-01 00:00:00,GMY,Germany,1840,168,3376,135,3410,14929,330,0.0513127
750,1949-Jan-01 00:00:00,1950-Jan-01 00:00:00,IND,India,1949,1374,503918,331,36994,353832,21562,0.0514099
365,2001-Jan-01 00:00:00,2002-Jan-01 00:00:00,RUS,Russia,2001,58970,63684000,977,1423353,145976,66734,0.0514135
750,1963-Jan-01 00:00:00,1964-Jan-01 00:00:00,IND,India,1963,5885,1530052,1083,57526,462027,38423,0.0514587
255,1860-Jan-01 00:00:00,1861-Jan-01 00:00:00,GMY,Germany,1860,490,4579,201,15040,18265,745,0.0515444
740,2001-Jan-01 00:00:00,2002-Jan-01 00:00:00,JPN,Japan,2001,102866,39513000,240,1761745,127149,72384,0.0515532
255,1845-Jan-01 00:00:00,1846-Jan-01 00:00:00,GMY,Germany,1845,176,3385,135,4760,15941,498,0.0516026
750,1964-Jan-01 00:00:00,1965-Jan-01 00:00:00,IND,India,1964,6033,1689445,1215,57276,472132,38579,0.0516669
255,1856-Jan-01 00:00:00,1857-Jan-01 00:00:00,GMY,Germany,1856,490,4090,142,11990,17350,684,0.0516908
220,1935-Jan-01 00:00:00,1936-Jan-01 00:00:00,FRN,France,1935,6255,867102,548,78039,41940,6411,0.0518318
255,1841-Jan-01 00:00:00,1842-Jan-01 00:00:00,GMY,Germany,1841,176,3377,135,3580,15111,367,0.0518833
255,1844-Jan-01 00:00:00,1845-Jan-01 00:00:00,GMY,Germany,1844,176,3429,135,4100,15709,476,0.0520007
750,1965-Jan-01 00:00:00,1966-Jan-01 00:00:00,IND,India,1965,6470,1804170,1220,63354,482530,38734,0.0520336
750,1966-Jan-01 00:00:00,1967-Jan-01 00:00:00,IND,India,1966,6660,1943245,1400,66585,493209,38890,0.0520545
640,1836-Jan-01 00:00:00,1837-Jan-01 00:00:00,TUR,Turkey,1836,0,-9,129,4,32094,980,0.0521128
640,1841-Jan-01 00:00:00,1842-Jan-01 00:00:00,TUR,Turkey,1841,0,-9,145,6,34092,1033,0.0521268
255,1816-Jan-01 00:00:00,1817-Jan-01 00:00:00,GMY,Germany,1816,50,3516,130,1200,10349,196,0.0522198
640,1842-Jan-01 00:00:00,1843-Jan-01 00:00:00,TUR,Turkey,1842,0,-9,153,7,34506,1044,0.0522255
640,1840-Jan-01 00:00:00,1841-Jan-01 00:00:00,TUR,Turkey,1840,0,-9,137,6,33628,1022,0.0522664
255,1820-Jan-01 00:00:00,1821-Jan-01 00:00:00,GMY,Germany,1820,50,3714,130,1300,11272,203,0.0523195
740,1969-Jan-01 00:00:00,1970-Jan-01 00:00:00,JPN,Japan,1969,82167,1386700,236,293438,102219,51541,0.0523323
255,1817-Jan-01 00:00:00,1818-Jan-01 00:00:00,GMY,Germany,1817,50,3061,130,1300,10572,197,0.0523543
640,1843-Jan-01 00:00:00,1844-Jan-01 00:00:00,TUR,Turkey,1843,0,-9,162,6,34926,1055,0.0523981
750,1948-Jan-01 00:00:00,1949-Jan-01 00:00:00,IND,India,1948,1277,275196,321,34071,349430,20631,0.0524505
255,1861-Jan-01 00:00:00,1862-Jan-01 00:00:00,GMY,Germany,1861,592,5693,203,15480,18491,778,0.0524839
255,1853-Jan-01 00:00:00,1854-Jan-01 00:00:00,GMY,Germany,1853,317,3659,139,8080,17045,678,0.0527363
255,1839-Jan-01 00:00:00,1840-Jan-01 00:00:00,GMY,Germany,1839,168,3281,134,3210,14646,313,0.0527743
640,1845-Jan-01 00:00:00,1846-Jan-01 00:00:00,TUR,Turkey,1845,0,-9,158,8,35522,1078,0.0527932
640,1831-Jan-01 00:00:00,1832-Jan-01 00:00:00,TUR,Turkey,1831,0,-9,129,3,30212,929,0.0528131
255,1843-Jan-01 00:00:00,1844-Jan-01 00:00:00,GMY,Germany,1843,176,3379,135,3870,15471,456,0.0528221
750,1947-Aug-15 00:00:00,1948-Jan-01 00:00:00,IND,India,1947,1277,218680,311,33752,344367,19740,0.0528381
740,1945-Jan-01 00:00:00,1945-Aug-15 00:00:00,JPN,Japan,1945,2082,4002481,6095,34266,72147,22004,0.0528761
740,1999-Jan-01 00:00:00,2000-Jan-01 00:00:00,JPN,Japan,1999,94192,40383000,240,1705338,126505,76536,0.052918
255,1836-Jan-01 00:00:00,1837-Jan-01 00:00:00,GMY,Germany,1836,168,3313,134,2300,13931,276,0.0529644
484,2001-Jan-01 00:00:00,2002-Jan-01 00:00:00,CON,Congo,2001,0,80000,10,2156,379,0,0.053
255,1818-Jan-01 00:00:00,1819-Jan-01 00:00:00,GMY,Germany,1818,50,2964,130,1300,10796,199,0.0530283
220,1936-Jan-01 00:00:00,1937-Jan-01 00:00:00,FRN,France,1936,6686,995347,588,80015,41910,6391,0.0530614
740,1971-Jan-01 00:00:00,1972-Jan-01 00:00:00,JPN,Japan,1971,88557,2252068,234,355836,105697,54993,0.0530941
640,1844-Jan-01 00:00:00,1845-Jan-01 00:00:00,TUR,Turkey,1844,0,-9,171,7,35350,1066,0.0532044
640,1838-Jan-01 00:00:00,1839-Jan-01 00:00:00,TUR,Turkey,1838,0,-9,129,4,32878,1001,0.0532151
640,1833-Jan-01 00:00:00,1834-Jan-01 00:00:00,TUR,Turkey,1833,0,-9,129,2,30951,949,0.0532578
2,1838-Jan-01 00:00:00,1839-Jan-01 00:00:00,USA,United States of America,1838,310,3083,18,1922,16264,429,0.0532727
740,1970-Jan-01 00:00:00,1971-Jan-01 00:00:00,JPN,Japan,1970,93322,1649789,236,334550,103403,53526,0.053323
740,1998-Jan-01 00:00:00,1999-Jan-01 00:00:00,JPN,Japan,1998,93548,38482000,255,1697460,126281,76300,0.0533332
740,1972-Jan-01 00:00:00,1973-Jan-01 00:00:00,JPN,Japan,1972,96901,2640987,233,382724,107188,56638,0.0533882
740,1937-Jan-01 00:00:00,1938-Jan-01 00:00:00,JPN,Japan,1937,5801,942416,393,53902,70630,19062,0.0534113
54,1983-Jan-01 00:00:00,1984-Jan-01 00:00:00,DMA,Dominica,1983,0,-9,0,4,0,0,0.053556
970,1999-Sep-14 00:00:00,2000-Jan-01 00:00:00,NAU,Nauru,1999,0,0,0,4,2806,980,0.053556
970,2000-Jan-01 00:00:00,2001-Jan-01 00:00:00,NAU,Nauru,2000,0,0,0,4,2884,994,0.053556
591,1976-Jun-29 00:00:00,1977-Jan-01 00:00:00,SEY,Seychelles,1976,0,0,0,4,233533,65717,0.053556
2,1837-Jan-01 00:00:00,1838-Jan-01 00:00:00,USA,United States of America,1837,290,3121,22,2027,15843,391,0.0535883
640,1832-Jan-01 00:00:00,1833-Jan-01 00:00:00,TUR,Turkey,1832,0,-9,129,3,30580,939,0.0536347
255,1819-Jan-01 00:00:00,1820-Jan-01 00:00:00,GMY,Germany,1819,50,3756,130,1200,10981,201,0.0537463
255,1859-Jan-01 00:00:00,1860-Jan-01 00:00:00,GMY,Germany,1859,490,4553,153,11650,17994,713,0.0537894
352,1977-Jan-01 00:00:00,1978-Jan-01 00:00:00,CYP,Cyprus,1977,0,25490,10,724,1721,0,0.0538
640,1834-Jan-01 00:00:00,1835-Jan-01 00:00:00,TUR,Turkey,1834,0,-9,129,2,31327,959,0.0538339
740,1987-Jan-01 00:00:00,1988-Jan-01 00:00:00,JPN,Japan,1987,98513,25420000,244,1183415,122069,70793,0.0538491
640,1837-Jan-01 00:00:00,1838-Jan-01 00:00:00,TUR,Turkey,1837,0,-9,129,4,32484,990,0.0538686
365,1997-Jan-01 00:00:00,1998-Jan-01 00:00:00,RUS,Russia,1997,48502,64000000,1300,1366511,147105,67365,0.0539653
255,1852-Jan-01 00:00:00,1853-Jan-01 00:00:00,GMY,Germany,1852,317,3675,138,7260,16935,639,0.0539871
490,1977-Jan-01 00:00:00,1978-Jan-01 00:00:00,DRC,Democratic Republic of the Congo,1977,0,36173,53,8542,1012,0,0.054
395,2004-Jan-01 00:00:00,2005-Jan-01 00:00:00,ICE,Iceland,2004,-9,40000,0,2564,5102,100,0.054
572,1998-Jan-01 00:00:00,1999-Jan-01 00:00:00,SWA,Swaziland,1998,0,27000,3,1097,13634,141,0.054
640,1835-Jan-01 00:00:00,1836-Jan-01 00:00:00,TUR,Turkey,1835,0,-9,129,4,31708,969,0.0542265
255,1851-Jan-01 00:00:00,1852-Jan-01 00:00:00,GMY,Germany,1851,317,3413,134,6470,16829,602,0.0542874
640,1830-Jan-01 00:00:00,1831-Jan-01 00:00:00,TUR,Turkey,1830,0,-9,129,3,29850,919,0.0543527
255,1842-Jan-01 00:00:00,1843-Jan-01 00:00:00,GMY,Germany,1842,176,3379,135,4100,15305,409,0.0543871
740,1988-Jan-01 00:00:00,1989-Jan-01 00:00:00,JPN,Japan,1988,105680,28406000,245,1248490,122578,71519,0.0543984
255,1862-Jan-01 00:00:00,1863-Jan-01 00:00:00,GMY,Germany,1862,696,5594,213,17130,18733,814,0.0544904
740,2000-Jan-01 00:00:00,2001-Jan-01 00:00:00,JPN,Japan,2000,106444,45316000,237,1773074,126714,76772,0.054506
740,1904-Jan-01 00:00:00,1905-Jan-01 00:00:00,JPN,Japan,1904,60,67273,218,12003,46135,4648,0.0545433
750,1975-Jan-01 00:00:00,1976-Jan-01 00:00:00,IND,India,1975,7925,2660197,1670,201439,602748,61453,0.0545613
740,1986-Jan-01 00:00:00,1987-Jan-01 00:00:00,JPN,Japan,1986,98275,20930000,245,1202646,121482,69832,0.0546753
255,1837-Jan-01 00:00:00,1838-Jan-01 00:00:00,GMY,Germany,1837,168,3282,134,2850,14098,283,0.0548763
339,1991-Jan-01 00:00:00,1992-Jan-01 00:00:00,ALB,Albania,1991,28,103190,40,3068,761,0,0.055
91,1973-Jan-01 00:00:00,1974-Jan-01 00:00:00,HON,Honduras,1973,0,15950,12,1976,0,0,0.055
255,1863-Jan-01 00:00:00,1864-Jan-01 00:00:00,GMY,Germany,1863,813,5448,216,18550,18993,877,0.0553323
220,1929-Jan-01 00:00:00,1930-Jan-01 00:00:00,FRN,France,1929,9716,377983,411,94054,41230,6396,0.055518
740,1990-Jan-01 00:00:00,1991-Jan-01 00:00:00,JPN,Japan,1990,110339,28730000,250,1427111,123478,72347,0.0557047
740,1985-Jan-01 00:00:00,1986-Jan-01 00:00:00,JPN,Japan,1985,105278,14189000,241,1214476,120837,69568,0.0558081
255,1857-Jan-01 00:00:00,1858-Jan-01 00:00:00,GMY,Germany,1857,490,4195,142,12640,17530,693,0.0558483
812,1993-Jan-01 00:00:00,1994-Jan-01 00:00:00,LAO,Laos,1993,0,110000,37,1931,7769,1560,0.056
517,1981-Jan-01 00:00:00,1982-Jan-01 00:00:00,RWA,Rwanda,1981,0,27084,5,1497,2800,471,0.056
92,1978-Jan-01 00:00:00,1979-Jan-01 00:00:00,SAL,El Salvador,1978,64,58800,11,3179,10923,298,0.056
331,1992-Mar-02 00:00:00,1993-Jan-01 00:00:00,SNM,San Marino,1992,0,0,0,235,1312,0,0.056
365,1993-Jan-01 00:00:00,1994-Jan-01 00:00:00,RUS,Russia,1993,54000,29120000,1500,1690865,148146,67957,0.0560256
200,1953-Jan-01 00:00:00,1954-Jan-01 00:00:00,UKG,United Kingdom,1953,17891,4582745,865,221983,50862,19002,0.0560323
740,1997-Jan-01 00:00:00,1998-Jan-01 00:00:00,JPN,Japan,1997,104545,40891000,250,1748064,125638,75875,0.056093
640,1829-Jan-01 00:00:00,1830-Jan-01 00:00:00,TUR,Turkey,1829,0,-9,129,3,29491,910,0.0561793
740,1989-Jan-01 00:00:00,1990-Jan-01 00:00:00,JPN,Japan,1989,107907,30090000,247,1307000,123069,71476,0.0563449
200,1954-Jan-01 00:00:00,1955-Jan-01 00:00:00,UKG,United Kingdom,1954,18817,4409778,839,226613,51046,18997,0.0565141
740,1984-Jan-01 00:00:00,1985-Jan-01 00:00:00,JPN,Japan,1984,105586,12774892,241,1243931,120083,68505,0.0565494
255,1838-Jan-01 00:00:00,1839-Jan-01 00:00:00,GMY,Germany,1838,168,3265,165,3080,14386,297,0.0566893
255,1864-Jan-01 00:00:00,1865-Jan-01 00:00:00,GMY,Germany,1864,905,5576,212,21260,19255,946,0.0567315
640,1828-Jan-01 00:00:00,1829-Jan-01 00:00:00,TUR,Turkey,1828,0,-9,129,3,29137,900,0.056853
365,1996-Jan-01 00:00:00,1997-Jan-01 00:00:00,RUS,Russia,1996,49253,73990000,1300,1384603,147739,66982,0.0569312
703,1995-Jan-01 00:00:00,1996-Jan-01 00:00:00,KYR,Kyrgyzstan,1995,0,56000,13,4894,2400,120,0.057
740,1996-Jan-01 00:00:00,1997-Jan-01 00:00:00,JPN,Japan,1996,98801,45502000,250,1703556,125761,75103,0.0571329
300,1866-Jan-01 00:00:00,1867-Jan-01 00:00:00,AUH,Austria-Hungary,1866,275,22756,275,3062,34482,1122,0.0572548
570,1997-Jan-01 00:00:00,1998-Jan-01 00:00:00,LES,Lesotho,1997,0,32000,2,524,495,0,0.0573
2,1844-Jan-01 00:00:00,1845-Jan-01 00:00:00,USA,United States of America,1844,400,2432,21,3557,19569,718,0.0573262
220,1922-Jan-01 00:00:00,1923-Jan-01 00:00:00,FRN,France,1922,4538,476084,545,62354,39420,6043,0.0573338
955,2003-Jan-01 00:00:00,2004-Jan-01 00:00:00,TON,Tonga,2003,0,0,0,6,2380,756,0.057456
955,2006-Jan-01 00:00:00,2007-Jan-01 00:00:00,TON,Tonga,2006,0,0,0,6,2629,796,0.057456
200,1952-Jan-01 00:00:00,1953-Jan-01 00:00:00,UKG,United Kingdom,1952,16681,4340931,872,214654,50723,19098,0.0575083
220,1934-Jan-01 00:00:00,1935-Jan-01 00:00:00,FRN,France,1934,6155,707568,458,80930,41950,6431,0.0575316
220,1923-Jan-01 00:00:00,1924-Jan-01 00:00:00,FRN,France,1923,5222,418297,511,70127,39880,6096,0.0576591
56,1998-Jan-01 00:00:00,1999-Jan-01 00:00:00,SLU,St. Lucia,1998,0,0,0,29,7415,1641,0.05783
395,1999-Jan-01 00:00:00,2000-Jan-01 00:00:00,ICE,Iceland,1999,50,0,0,2127,4854,0,0.058
450,1976-Jan-01 00:00:00,1977-Jan-01 00:00:00,LBR,Liberia,1976,0,5400,6,1297,247501,80004,0.058
910,1987-Jan-01 00:00:00,1988-Jan-01 00:00:00,PNG,Papua New Guinea,1987,0,44050,3,2181,71560,3237,0.058
780,1982-Jan-01 00:00:00,1983-Jan-01 00:00:00,SRI,Sri Lanka,1982,0,67112,18,5533,10119,393,0.058
950,2001-Jan-01 00:00:00,2002-Jan-01 00:00:00,FIJ,Fiji,2001,0,26000,4,469,27262,6766,0.0581
220,1920-Jan-01 00:00:00,1921-Jan-01 00:00:00,FRN,France,1920,2706,361910,1457,58353,39000,5940,0.0581747
516,1983-Jan-01 00:00:00,1984-Jan-01 00:00:00,BUI,Burundi,1983,0,48000,7,342,1760,175,0.0582
740,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,JPN,Japan,1992,98132,38600000,242,1451937,124425,72863,0.0583034
200,1951-Jan-01 00:00:00,1952-Jan-01 00:00:00,UKG,United Kingdom,1951,15889,3215782,826,211603,50562,19176,0.0585345
80,1985-Jan-01 00:00:00,1986-Jan-01 00:00:00,BLZ,Belize,1985,0,3432,1,142,186538,50916,0.0587
220,1928-Jan-01 00:00:00,1929-Jan-01 00:00:00,FRN,France,1928,9479,381380,469,85223,41050,6349,0.0587918
255,1858-Jan-01 00:00:00,1859-Jan-01 00:00:00,GMY,Germany,1858,490,4394,153,13580,17740,703,0.0589518
437,1973-Jan-01 00:00:00,1974-Jan-01 00:00:00,CDI,Ivory Coast,1973,0,28738,6,5665,127,0,0.059
651,1970-Jan-01 00:00:00,1971-Jan-01 00:00:00,EGY,Egypt,1970,304,1209751,255,9093,22871,831,0.059
740,1939-Jan-01 00:00:00,1940-Jan-01 00:00:00,JPN,Japan,1939,6696,1699970,957,60216,71380,20540,0.0590574
740,1938-Jan-01 00:00:00,1939-Jan-01 00:00:00,JPN,Japan,1938,6472,1699210,370,56939,71013,19943,0.0590805
740,1995-Jan-01 00:00:00,1996-Jan-01 00:00:00,JPN,Japan,1995,101640,50219000,240,1651024,125472,74850,0.0593277
740,1994-Jan-01 00:00:00,1995-Jan-01 00:00:00,JPN,Japan,1994,98295,46639000,233,1639295,125178,74342,0.059398
740,1993-Jan-01 00:00:00,1994-Jan-01 00:00:00,JPN,Japan,1993,99600,41730000,242,1543621,124829,74091,0.0594964
58,1993-Jan-01 00:00:00,1994-Jan-01 00:00:00,AAB,Antigua & Barbuda,1993,0,-9,0,104,537,0,0.0597
740,1991-Jan-01 00:00:00,1992-Jan-01 00:00:00,JPN,Japan,1991,109648,32680000,250,1529304,123964,72618,0.059807
54,2005-Jan-01 00:00:00,2006-Jan-01 00:00:00,DMA,Dominica,2005,0,0,0,14,1930,275,0.05987
371,1995-Jan-01 00:00:00,1996-Jan-01 00:00:00,ARM,Armenia,1995,0,79000,60,2888,4655,227,0.06
900,1972-Jan-01 00:00:00,1973-Jan-01 00:00:00,AUL,Australia,1972,6628,1317515,86,87506,1070175,158449,0.06
692,1977-Jan-01 00:00:00,1978-Jan-01 00:00:00,BAH,Bahrain,1977,0,36138,2,23308,6500,148,0.06
811,1979-Jan-01 00:00:00,1980-Jan-01 00:00:00,CAM,Cambodia,1979,0,-9,10,1307,745,0,0.06
40,1971-Jan-01 00:00:00,1972-Jan-01 00:00:00,CUB,Cuba,1971,111,290000,140,12512,0,0,0.06
390,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,DEN,Denmark,1992,591,2790000,28,60416,18226,2622,0.06
130,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,ECU,Ecuador,1992,20,-9,57,14754,3470,0,0.06
651,1978-Jan-01 00:00:00,1979-Jan-01 00:00:00,EGY,Egypt,1978,602,3322259,447,27348,4295,0,0.06
530,1977-Jan-01 00:00:00,1978-Jan-01 00:00:00,ETH,Ethiopia,1977,0,135265,225,10343,4474,0,0.06
850,1976-Jan-01 00:00:00,1977-Jan-01 00:00:00,INS,Indonesia,1976,139,1404819,257,68401,7413,322,0.06
501,1986-Jan-01 00:00:00,1987-Jan-01 00:00:00,KEN,Kenya,1986,0,138000,20,12729,6960,538,0.06
580,1977-Jan-01 00:00:00,1978-Jan-01 00:00:00,MAG,Madagascar,1977,0,43684,17,2368,22871,831,0.06
541,1999-Jan-01 00:00:00,2000-Jan-01 00:00:00,MZM,Mozambique,1999,0,94000,8,10144,254469,86831,0.06
625,2002-Jan-01 00:00:00,2003-Jan-01 00:00:00,SUD,Sudan,2002,0,388000,117,12895,4660,0,0.06
652,1981-Jan-01 00:00:00,1982-Jan-01 00:00:00,SYR,Syria,1981,0,2459087,270,14253,10430,483,0.06
652,1990-Jan-01 00:00:00,1991-Jan-01 00:00:00,SYR,Syria,1990,76,1620000,408,23556,11130,538,0.06
345,2005-Jan-01 00:00:00,2006-Jan-01 00:00:00,YUG,Yugoslavia,2005,1292,634000,65,30646,36245,777,0.06
220,1925-Jan-01 00:00:00,1926-Jan-01 00:00:00,FRN,France,1925,7464,324761,475,77129,40610,6202,0.0601707
935,1982-Jan-01 00:00:00,1983-Jan-01 00:00:00,VAN,Vanuatu,1982,0,0,0,10,22200,1224,0.06019
740,1943-Jan-01 00:00:00,1944-Jan-01 00:00:00,JPN,Japan,1943,7820,6989871,3075,66476,73903,21656,0.060228
220,1926-Jan-01 00:00:00,1927-Jan-01 00:00:00,FRN,France,1926,8617,281326,471,80133,40870,6256,0.0603111
590,2000-Jan-01 00:00:00,2001-Jan-01 00:00:00,MAS,Mauritius,2000,0,9000,-9,898,785,0,0.0609
220,1924-Jan-01 00:00:00,1925-Jan-01 00:00:00,FRN,France,1924,6670,261851,479,78234,40310,6149,0.0609819
434,1996-Jan-01 00:00:00,1997-Jan-01 00:00:00,BEN,Benin,1996,0,27000,8,2208,2030,256,0.061
94,1978-Jan-01 00:00:00,1979-Jan-01 00:00:00,COS,Costa Rica,1978,0,22054,5,1901,1210,0,0.061
433,1973-Jan-01 00:00:00,1974-Jan-01 00:00:00,SEN,Senegal,1973,0,21172,7,1655,2103,0,0.061
365,1995-Jan-01 00:00:00,1996-Jan-01 00:00:00,RUS,Russia,1995,51589,82000000,1400,1439690,147774,66598,0.0610809
220,1930-Jan-01 00:00:00,1931-Jan-01 00:00:00,FRN,France,1930,9444,498642,411,96188,41610,6444,0.0611266
411,1978-Jan-01 00:00:00,1979-Jan-01 00:00:00,EQG,Equatorial Guinea,1978,0,-9,2,129,7970,2017,0.0612
220,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,FRN,France,1919,1293,634729,2364,44334,31970,5889,0.0613224
200,1950-Jan-01 00:00:00,1951-Jan-01 00:00:00,UKG,United Kingdom,1950,16554,2376154,689,190014,50616,18995,0.0613487
640,1816-Jan-01 00:00:00,1817-Jan-01 00:00:00,TUR,Turkey,1816,0,-9,121,1,25191,793,0.0613591
740,1942-Jan-01 00:00:00,1943-Jan-01 00:00:00,JPN,Japan,1942,7044,4414273,3075,64275,72880,21480,0.0614425
2,1845-Jan-01 00:00:00,1846-Jan-01 00:00:00,USA,United States of America,1845,490,3534,21,4284,20182,779,0.0616531
450,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,LBR,Liberia,1992,0,-9,2,1049,415,0,0.062
640,1817-Jan-01 00:00:00,1818-Jan-01 00:00:00,TUR,Turkey,1817,0,-9,121,1,25500,801,0.0622179
220,1905-Jan-01 00:00:00,1906-Jan-01 00:00:00,FRN,France,1905,2255,41947,626,48114,39220,5446,0.0623652
300,1915-Jan-01 00:00:00,1916-Jan-01 00:00:00,AUH,Austria-Hungary,1915,2667,2013000,3800,28000,53025,4126,0.0624269
220,1927-Jan-01 00:00:00,1928-Jan-01 00:00:00,FRN,France,1927,8349,452194,494,85465,40940,6302,0.0627019
434,1999-Jan-01 00:00:00,2000-Jan-01 00:00:00,BEN,Benin,1999,0,34000,8,1903,2100,279,0.063
640,1818-Jan-01 00:00:00,1819-Jan-01 00:00:00,TUR,Turkey,1818,0,-9,121,1,25812,810,0.0630326
41,2004-Jan-01 00:00:00,2005-Jan-01 00:00:00,HAI,Haiti,2004,0,-9,-9,814,33188,2886,0.0631
365,1919-Jan-01 00:00:00,1920-Jan-01 00:00:00,RUS,Russia,1919,199,1417699,1550,14673,142265,3566,0.0631666
640,1824-Jan-01 00:00:00,1825-Jan-01 00:00:00,TUR,Turkey,1824,0,-9,191,3,27763,863,0.0632891
640,1827-Jan-01 00:00:00,1828-Jan-01 00:00:00,TUR,Turkey,1827,0,-9,191,3,28787,891,0.0633493
300,1856-Jan-01 00:00:00,1857-Jan-01 00:00:00,AUH,Austria-Hungary,1856,300,11198,427,1552,37221,985,0.0635674
41,2001-Jan-01 00:00:00,2002-Jan-01 00:00:00,HAI,Haiti,2001,0,40000,3,820,30687,2433,0.0637
640,1825-Jan-01 00:00:00,1826-Jan-01 00:00:00,TUR,Turkey,1825,0,-9,190,3,28100,872,0.0637127
640,1819-Jan-01 00:00:00,1820-Jan-01 00:00:00,TUR,Turkey,1819,0,-9,141,1,26128,819,0.0637841
640,1821-Jan-01 00:00:00,1822-Jan-01 00:00:00,TUR,Turkey,1821,0,-9,181,1,26772,836,0.0637889
220,1933-Jan-01 00:00:00,1934-Jan-01 00:00:00,FRN,France,1933,6577,524231,449,81751,41890,6451,0.0638299
640,1820-Jan-01 00:00:00,1821-Jan-01 00:00:00,TUR,Turkey,1820,0,-9,161,1,26448,827,0.0638359
483,1997-Jan-01 00:00:00,1998-Jan-01 00:00:00,CHA,Chad,1997,0,43000,35,1737,6790,512,0.064
572,2002-Jan-01 00:00:00,2003-Jan-01 00:00:00,SWA,Swaziland,2002,0,-9,-9,1363,16763,223,0.064
510,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,TAZ,Tanzania,1992,0,107740,46,7400,1690,108,0.064
640,1822-Jan-01 00:00:00,1823-Jan-01 00:00:00,TUR,Turkey,1822,0,-9,200,1,27100,845,0.0641909
220,1931-Jan-01 00:00:00,1932-Jan-01 00:00:00,FRN,France,1931,7816,495306,441,88825,41860,6492,0.0647201
255,1865-Jan-01 00:00:00,1866-Jan-01 00:00:00,GMY,Germany,1865,988,5950,216,23857,20421,1020,0.0648125
517,1985-Jan-01 00:00:00,1986-Jan-01 00:00:00,RWA,Rwanda,1985,0,31000,5,1792,2940,506,0.065
365,1994-Jan-01 00:00:00,1995-Jan-01 00:00:00,RUS,Russia,1994,48812,96693000,1400,1480145,147968,66648,0.0651541
640,1826-Jan-01 00:00:00,1827-Jan-01 00:00:00,TUR,Turkey,1826,0,-9,190,3,28442,881,0.0651783
640,1839-Jan-01 00:00:00,1840-Jan-01 00:00:00,TUR,Turkey,1839,0,-9,278,5,33278,1011,0.0651997
365,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,RUS,Russia,1992,62000,47220000,1900,1807684,148310,62371,0.0652206
255,1866-Jan-01 00:00:00,1867-Jan-01 00:00:00,GMY,Germany,1866,977,6268,214,23397,24342,1155,0.0658419
365,1862-Jan-01 00:00:00,1863-Jan-01 00:00:00,RUS,Russia,1862,251,18259,682,300,73800,1177,0.0658817
90,1992-Jan-01 00:00:00,1993-Jan-01 00:00:00,GUA,Guatemala,1992,25,109160,44,6524,0,0,0.066
812,1998-Jan-01 00:00:00,1999-Jan-01 00:00:00,LAO,Laos,1998,0,34000,50,2240,9398,2208,0.066
553,1998-Jan-01 00:00:00,1999-Jan-01 00:00:00,MAW,Malawi,1998,0,26000,8,1931,1556,0,0.066
740,1941-Jan-01 00:00:00,1942-Jan-01 00:00:00,JPN,Japan,1941,6844,2929917,3075,66842,72218,21290,0.0666311
110,1994-Jan-01 00:00:00,1995-Jan-01 00:00:00,GUY,Guyana,1994,0,8000,2,577,1420,117,0.0668
432,1982-Jan-01 00:00:00,1983-Jan-01 00:00:00,MLI,Mali,1982,0,57301,8,1307,3723,652,0.067
150,1971-Jan-01 00:00:00,1972-Jan-01 00:00:00,PAR,Paraguay,1971,0,14405,15,1174,1761,0,0.067
